label,ac_year,district,block,udise,school_name
,,KANGRA,KANGRA,2021003901,GPS JAGNI
,,KANGRA,KANGRA,2021003902,GPS JASSAI
,,KANGRA,KANGRA,2021003903,GPS MUALKAR
,,KANGRA,KANGRA,2021003904,GSSS JASSAI
,,KANGRA,KANGRA,2021004001,GPS JATEHAR
,,KANGRA,KANGRA,2021004201,GPS JHIKLI KHOLI
,,KANGRA,KANGRA,2021004301,GPS JOGIPUR
,,KANGRA,KANGRA,2021004302,GHS JOGIPUR
,,KANGRA,KANGRA,2021004401,GPS KACHHIARI
,,KANGRA,KANGRA,2021004402,GSSS KACHHIARI
,,KANGRA,KANGRA,2021004501,GPS THAKURDWARA
,,KANGRA,KANGRA,2021004601,GPS M.C KANGRA
,,KANGRA,KANGRA,2021004602,GPS NEW KANGRA
,,KANGRA,KANGRA,2021004603,GSSS OLD KANGRA
,,KANGRA,KANGRA,2021004604,GSSS NEW KANGRA
,,KANGRA,KANGRA,2021004801,GPS KHAPPERNAL
,,KANGRA,KANGRA,2021004802,GMS KHAPPERNAL
,,KANGRA,KANGRA,2021004901,GPS KHARAT
,,KANGRA,KANGRA,2021004904,GSSS KHART
,,KANGRA,KANGRA,2021005001,GPS KHARTI
,,KANGRA,KANGRA,2021005002,GMS KHARTI
,,KANGRA,KANGRA,2021005101,GPS KHOLI
,,KANGRA,KANGRA,2021005102,GPS SIMBAL KHOLA
,,KANGRA,KANGRA,2021005103,GHS KHOLI
,,KANGRA,KANGRA,2021005201,GHS KOHALA
,,KANGRA,KANGRA,2021005301,GPS KOTHRU
,,KANGRA,KANGRA,2021005401,GPS KOTKWALA
,,KANGRA,KANGRA,2021005501,GPS KULTHI
,,KANGRA,KANGRA,2021005502,GHS KULTHI
,,KANGRA,KANGRA,2021005601,GPS LAHAR
,,KANGRA,KANGRA,2021005701,GPS LALEHAR
,,KANGRA,KANGRA,2021005801,GPS LOHAR LAHRI
,,KANGRA,KANGRA,2021005901,GPS MANDHAL
,,KANGRA,KANGRA,2021006001,GPS MATOUR
,,KANGRA,KANGRA,2021006002,GSSS MATOUR
,,KANGRA,KANGRA,2021006101,GPS NANDHER
,,KANGRA,KANGRA,2021006102,GHS NANDHER
,,KANGRA,KANGRA,2021006201,GPS NANDROOL
,,KANGRA,KANGRA,2021006202,GSSS NANDROOL
,,KANGRA,KANGRA,2021006301,GPS OLD KANGRA
,,KANGRA,KANGRA,2021006302,GPS PRET
,,KANGRA,KANGRA,2021006401,GPS PALOTHAR
,,KANGRA,KANGRA,2021006501,GPS PALWANA
,,KANGRA,KANGRA,2021006601,GPS RAJAL
,,KANGRA,KANGRA,2021006602,GSSS RAJAL
,,KANGRA,KANGRA,2021006603,GPS BHARTHA
,,KANGRA,KANGRA,2021006701,GSSS RAJIANA BANDH
,,KANGRA,KANGRA,2021006703,GPS RAJIANA-I
,,KANGRA,KANGRA,2021006704,GPS RAJIANA-II
,,KANGRA,KANGRA,2021006707,GSSS RAJIANA
,,KANGRA,KANGRA,2021006801,GPS RAJIANA BANDH
,,KANGRA,KANGRA,2021006901,GPS RAJOUR
,,KANGRA,KANGRA,2021007001,GPS RASUH
,,KANGRA,KANGRA,2021007101,GPS REHALPURA
,,KANGRA,KANGRA,2021007201,GMS SADARPUR
,,KANGRA,KANGRA,2021007301,GPS SAHOURA
,,KANGRA,KANGRA,2021007303,GSSS SAHOURA
,,KANGRA,KANGRA,2021007401,GPS PEHAG
,,KANGRA,KANGRA,2021007501,GPS UPPER SAKOUT
,,KANGRA,KANGRA,2021007502,GSSS SAKOUT
,,KANGRA,KANGRA,2021007601,GPS SALOL-I
,,KANGRA,KANGRA,2021007602,GSSS SALOL
,,KANGRA,KANGRA,2021007701,GMS SALWANA
,,KANGRA,KANGRA,2021007801,GPS SAMELA
,,KANGRA,KANGRA,2021007802,GMS SAMELA
,,KANGRA,KANGRA,2021007901,GPS SANANI
,,KANGRA,KANGRA,2021008001,GPS UJJAIN
,,KANGRA,KANGRA,2021008101,GPS SAMIRPUR
,,KANGRA,KANGRA,2021008102,GSSS SAMIRPUR
,,KANGRA,KANGRA,2021008201,GPS DEHRIAN
,,KANGRA,KANGRA,2021008301,GPS SIRMANI
,,KANGRA,KANGRA,2021008401,GPS SOHRAN
,,KANGRA,KANGRA,2021008501,GPS SUNHI
,,KANGRA,KANGRA,2021008502,GPS TIKA KERTA
,,KANGRA,KANGRA,2021008503,GPS TIKKRI MUNDA
,,KANGRA,KANGRA,2021008504,GSSS SUNHI
,,KANGRA,KANGRA,2021008601,GPS SURANI
,,KANGRA,KANGRA,2021008701,GPS DHAMER
,,KANGRA,KANGRA,2021008702,GPS TAKIPUR
,,KANGRA,KANGRA,2021008703,GHS TAKIPUR
,,KANGRA,KANGRA,2021008705,GMS DHAMER
,,KANGRA,KANGRA,2021008801,GPS TALLA
,,KANGRA,KANGRA,2021008802,GMS TALLA
,,KANGRA,KANGRA,2021008901,GPS SAKOUT
,,KANGRA,KANGRA,2021008902,GPS GABLA ANDRAR
,,KANGRA,KANGRA,2021008903,GMS TARSUH
,,KANGRA,KANGRA,2021009001,GHS THAKURDWARA
,,KANGRA,KANGRA,2021009101,GSSS THANA BARAGRAN
,,KANGRA,KANGRA,2021009201,GPS THANA
,,KANGRA,KANGRA,2021009301,GPS THANPURI
,,KANGRA,KANGRA,2021009401,GPS TIARA
,,KANGRA,KANGRA,2021009402,GSSS TIARA
,,KANGRA,KANGRA,2021009501,GPS UPPER RAJIANA
,,KANGRA,KANGRA,2021009601,GPS MIHALU
,,KANGRA,KANGRA,2021009602,GPS ZAMANABAD
,,KANGRA,KANGRA,2021009603,GSSS ZAMANABAD
,,KANGRA,KANGRA,2021009701,GPS ZURDU PATHIAR
,,KANGRA,KANGRA,2021010001,GMS JAGNI
,,KANGRA,KANGRA,2021010501,GHS TRIPAL
,,KANGRA,KANGRA,2021010701,GMS DARKATA
,,KANGRA,LAMBAGAON,2021100101,GPS ALAMPUR
,,KANGRA,LAMBAGAON,2021100102,GSSS ALAMPUR
,,KANGRA,LAMBAGAON,2021100201,GPS ANDRANA
,,KANGRA,LAMBAGAON,2021100301,GPS ASHAPURI
,,KANGRA,LAMBAGAON,2021100302,GHS ASHAPURI
,,KANGRA,LAMBAGAON,2021100401,GPS BACHHWAI
,,KANGRA,LAMBAGAON,2021100403,GSSS BACHHWAI
,,KANGRA,LAMBAGAON,2021100501,GHS BAIRGHATT
,,KANGRA,LAMBAGAON,2021100502,GPS BAIRGHATT
,,KANGRA,LAMBAGAON,2021100601,GPS BALAHRA
,,KANGRA,LAMBAGAON,2021100602,GHS BALAHRA
,,KANGRA,LAMBAGAON,2021100701,GPS BALAKRUPI
,,KANGRA,LAMBAGAON,2021100702,GSSS BALAKRUPI
,,KANGRA,LAMBAGAON,2021100801,GPS BALBHURIAN
,,KANGRA,LAMBAGAON,2021101001,GPS BALOH
,,KANGRA,LAMBAGAON,2021101101,GPS BANDAHU
,,KANGRA,LAMBAGAON,2021101102,GHS BANDAHU
,,KANGRA,LAMBAGAON,2021101201,GPS UPPER BARRAM
,,KANGRA,LAMBAGAON,2021101202,GHS BARRAM
,,KANGRA,LAMBAGAON,2021101301,GPS BARWALA
,,KANGRA,LAMBAGAON,2021101401,GPS BHADHALA
,,KANGRA,LAMBAGAON,2021101501,GPS BHAGETHER
,,KANGRA,LAMBAGAON,2021101502,GMS BHAGETTER
,,KANGRA,LAMBAGAON,2021101601,GPS BHAGLAL
,,KANGRA,LAMBAGAON,2021101701,GPS BHALUNDER
,,KANGRA,LAMBAGAON,2021101702,GMS BHALUNDER
,,KANGRA,LAMBAGAON,2021101901,GPS BHARANTA
,,KANGRA,LAMBAGAON,2021102101,GPS SIHORBALA
,,KANGRA,LAMBAGAON,2021102102,GSSS SIHORBALA
,,KANGRA,LAMBAGAON,2021102201,GPS ZILLAPAT
,,KANGRA,LAMBAGAON,2021102301,GPS BHATWARA
,,KANGRA,LAMBAGAON,2021102401,GPS BHERI
,,KANGRA,LAMBAGAON,2021102402,GMS BHERI
,,KANGRA,LAMBAGAON,2021102501,GPS BHILLA
,,KANGRA,LAMBAGAON,2021102502,GMS BHILLA
,,KANGRA,LAMBAGAON,2021102601,GPS BHOUDI
,,KANGRA,LAMBAGAON,2021102602,GMS BHOUDI
,,KANGRA,LAMBAGAON,2021102801,GPS BULLY
,,KANGRA,LAMBAGAON,2021102901,GPS CHALLAH
,,KANGRA,LAMBAGAON,2021103001,GPS CHANDROAN
,,KANGRA,LAMBAGAON,2021103002,GMS CHANDRON
,,KANGRA,LAMBAGAON,2021103101,GPS CHASRAL PATT
,,KANGRA,LAMBAGAON,2021103201,GPS AMBOTU-CHAT
,,KANGRA,LAMBAGAON,2021103301,GPS CHHAINTI
,,KANGRA,LAMBAGAON,2021103302,GMS CHAIINTI
,,KANGRA,LAMBAGAON,2021103401,GPS CHOWAN
,,KANGRA,LAMBAGAON,2021103501,GPS DABHI
,,KANGRA,LAMBAGAON,2021103601,GPS DAGRUHI
,,KANGRA,LAMBAGAON,2021103701,GPS DALLU
,,KANGRA,LAMBAGAON,2021103801,GPS DANDEL
,,KANGRA,LAMBAGAON,2021103901,GPS DEHRU
,,KANGRA,LAMBAGAON,2021104101,GPS DHAR CHHAROTRIAN
,,KANGRA,LAMBAGAON,2021104102,GMS DHAR CHHATOTRIAN
,,KANGRA,LAMBAGAON,2021104201,GPS DHUPKIARA
,,KANGRA,LAMBAGAON,2021104202,GSSS DHUPKIARA
,,KANGRA,LAMBAGAON,2021104301,GPS DIB
,,KANGRA,LAMBAGAON,2021104401,GPS DRAMAN
,,KANGRA,LAMBAGAON,2021104402,GHS DRAMAN
,,KANGRA,LAMBAGAON,2021104501,GPS DRIDH
,,KANGRA,LAMBAGAON,2021104601,GPS DUHAK
,,KANGRA,LAMBAGAON,2021104602,GSSS DUHAK
,,KANGRA,LAMBAGAON,2021104701,GPS GADRER
,,KANGRA,LAMBAGAON,2021104801,GSSS GANDER
,,KANGRA,LAMBAGAON,2021104802,GPS GANDER
,,KANGRA,LAMBAGAON,2021104901,GPS GHARELLA
,,KANGRA,LAMBAGAON,2021105001,GPS GHARTHOON
,,KANGRA,LAMBAGAON,2021105101,GHS HALER
,,KANGRA,LAMBAGAON,2021105201,GPS HALER
,,KANGRA,LAMBAGAON,2021105301,GPS HARROT
,,KANGRA,LAMBAGAON,2021105302,GHS HARROT
,,KANGRA,LAMBAGAON,2021105401,GPS HARSI
,,KANGRA,LAMBAGAON,2021105402,GSSS HARSI
,,KANGRA,LAMBAGAON,2021105501,GSSS JAISINGHPUR
,,KANGRA,LAMBAGAON,2021105503,GPS JAISINGHPUR
,,KANGRA,LAMBAGAON,2021105601,GPS JALAG
,,KANGRA,LAMBAGAON,2021105602,GSSS JALAG
,,KANGRA,LAMBAGAON,2021105701,GPS JALARI
,,KANGRA,LAMBAGAON,2021105801,GPS JANGAL
,,KANGRA,LAMBAGAON,2021105802,GMS JANGAL
,,KANGRA,LAMBAGAON,2021105901,GPS JARUNDI
,,KANGRA,LAMBAGAON,2021105902,GMS JARUNDI
,,KANGRA,LAMBAGAON,2021106001,GPS JHOLLA
,,KANGRA,LAMBAGAON,2021106101,GPS JHUNGA DEVI
,,KANGRA,LAMBAGAON,2021106102,GHS JHUNGA DEVI
,,KANGRA,LAMBAGAON,2021106401,GPS BARRAM
,,KANGRA,LAMBAGAON,2021106601,GPS KARANGHAT
,,KANGRA,LAMBAGAON,2021106602,GSSS KARANGHAT
,,KANGRA,LAMBAGAON,2021106701,GPS KASHERA
,,KANGRA,LAMBAGAON,2021106801,GPS KATHLA
,,KANGRA,LAMBAGAON,2021106901,GPS KAUNA
,,KANGRA,LAMBAGAON,2021106902,GSSS KAUNA
,,KANGRA,LAMBAGAON,2021107101,GPS KOHALA
,,KANGRA,LAMBAGAON,2021107201,GPS KOSRI
,,KANGRA,LAMBAGAON,2021107202,GSSS KOSRI
,,KANGRA,LAMBAGAON,2021107301,GPS KOTLU
,,KANGRA,LAMBAGAON,2021107303,GSSS KOTLU
,,KANGRA,LAMBAGAON,2021107401,GPS KUHAN
,,KANGRA,LAMBAGAON,2021107501,GPS KURU KAILAN
,,KANGRA,LAMBAGAON,2021107601,GPS LADHI
,,KANGRA,LAMBAGAON,2021107801,GPS LAHAR
,,KANGRA,LAMBAGAON,2021107901,GPS LAHAT
,,KANGRA,LAMBAGAON,2021107902,GSSS LAHAT
,,KANGRA,LAMBAGAON,2021108101,GPS LAHRU
,,KANGRA,LAMBAGAON,2021108102,GSSS LAHRU
,,KANGRA,LAMBAGAON,2021108201,GPS LAMBAGAON
,,KANGRA,LAMBAGAON,2021108202,GSSS LAMBAGAON
,,KANGRA,LAMBAGAON,2021108301,GPS MAHARAJ NAGAR
,,KANGRA,LAMBAGAON,2021108302,GMS MAHARAJ NAGAR
,,KANGRA,LAMBAGAON,2021108401,GPS MAKKAR
,,KANGRA,LAMBAGAON,2021108601,GPS NADAIL PANT
,,KANGRA,LAMBAGAON,2021108701,GPS NAHALNA
,,KANGRA,LAMBAGAON,2021108702,GMS NAHALNA
,,KANGRA,LAMBAGAON,2021108801,GPS NAROLI
,,KANGRA,LAMBAGAON,2021109001,GPS NETRU
,,KANGRA,LAMBAGAON,2021109101,GPS NOAN
,,KANGRA,LAMBAGAON,2021109201,GPS OACH
,,KANGRA,LAMBAGAON,2021109301,GPS PALLAH
,,KANGRA,LAMBAGAON,2021109401,GPS PANDED
,,KANGRA,LAMBAGAON,2021109501,GPS PAPLAH
,,KANGRA,LAMBAGAON,2021109502,GSSS PAPLAH
,,KANGRA,LAMBAGAON,2021109601,GPS PAPROLA
,,KANGRA,LAMBAGAON,2021109701,GPS RAIPUR
,,KANGRA,LAMBAGAON,2021109702,GMS RAIPUR
,,KANGRA,LAMBAGAON,2021109801,GPS LAHRI DHAR
,,KANGRA,LAMBAGAON,2021110201,GPS ROPRI
,,KANGRA,LAMBAGAON,2021110202,GHS ROPRI
,,KANGRA,LAMBAGAON,2021110301,GPS SAIDUN
,,KANGRA,LAMBAGAON,2021110401,GPS SAKOH
,,KANGRA,LAMBAGAON,2021110402,GMS SAKOH
,,KANGRA,LAMBAGAON,2021110501,GPS SALAN
,,KANGRA,LAMBAGAON,2021110701,GPS SANDROA
,,KANGRA,LAMBAGAON,2021110702,GMS SANDROA
,,KANGRA,LAMBAGAON,2021110801,GPS SANGHOL
,,KANGRA,LAMBAGAON,2021110802,GSSS SANGHOL
,,KANGRA,LAMBAGAON,2021110901,GPS BADARTA
,,KANGRA,LAMBAGAON,2021110902,GPS SANHOON
,,KANGRA,LAMBAGAON,2021111001,GPS SAPRI
,,KANGRA,LAMBAGAON,2021111101,GPS SIYARA KUDANA
,,KANGRA,LAMBAGAON,2021111201,GSSS UPPER LAMBAGAON
,,KANGRA,LAMBAGAON,2021111202,GPS UPPER LAMBAGAON
,,KANGRA,LAMBAGAON,2021111301,GPS SUAN
,,KANGRA,LAMBAGAON,2021111401,GPS SUBHASH NAGAR
,,KANGRA,LAMBAGAON,2021111501,GPS TAMBER
,,KANGRA,LAMBAGAON,2021111601,GPS TANDER
,,KANGRA,LAMBAGAON,2021111701,GPS THURAL
,,KANGRA,LAMBAGAON,2021111702,GSSS THURAL
,,KANGRA,LAMBAGAON,2021111801,GPS TIKKER
,,KANGRA,LAMBAGAON,2021111901,GPS TIKKRI
,,KANGRA,LAMBAGAON,2021112001,GMS TIKKARI-DABI
,,KANGRA,LAMBAGAON,2021112101,GPS CHOWKI
,,KANGRA,LAMBAGAON,2021112102,GMS CHOWKI
,,KANGRA,LAMBAGAON,2021112201,GPS TRINDA
,,KANGRA,LAMBAGAON,2021112301,GPS UMBER
,,KANGRA,LAMBAGAON,2021112401,GPS UPPER CHULLA
,,KANGRA,LAMBAGAON,2021112501,GPS UTTARAPUR
,,KANGRA,LAMBAGAON,2021112502,GHS UTTRAPUR
,,KANGRA,LAMBAGAON,2021112801,GMS SAI BHARANTA
,,KANGRA,NAGROTA BAGWAN,2021200101,GPS AERLA
,,KANGRA,NAGROTA BAGWAN,2021200102,GSSS AERLA
,,KANGRA,NAGROTA BAGWAN,2021200201,GPS AKRANA
,,KANGRA,NAGROTA BAGWAN,2021200301,GPS AMBARI
,,KANGRA,NAGROTA BAGWAN,2021200401,GPS AMTRAR
,,KANGRA,NAGROTA BAGWAN,2021200402,GMS AMTRAR
,,KANGRA,NAGROTA BAGWAN,2021200501,GMS BAG GULEHAR
,,KANGRA,NAGROTA BAGWAN,2021200601,GPS BALDHAR
,,KANGRA,NAGROTA BAGWAN,2021200602,GPS UPPER BALDHAR
,,KANGRA,NAGROTA BAGWAN,2021200603,GSSS BALDHAR
,,KANGRA,NAGROTA BAGWAN,2021200701,GPS BARAI
,,KANGRA,NAGROTA BAGWAN,2021200801,GPS BARANA
,,KANGRA,NAGROTA BAGWAN,2021200901,GPS BAROH
,,KANGRA,NAGROTA BAGWAN,2021200902,GSSS BAROH
,,KANGRA,NAGROTA BAGWAN,2021201001,GPS BADRER
,,KANGRA,NAGROTA BAGWAN,2021201101,GPS BHAJLETA
,,KANGRA,NAGROTA BAGWAN,2021201102,GMS BHAJLETA
,,KANGRA,NAGROTA BAGWAN,2021201301,GPS BHANYARKER
,,KANGRA,NAGROTA BAGWAN,2021201401,GPS USTEHAR AT RADH
,,KANGRA,NAGROTA BAGWAN,2021201501,GPS BUHLI MAJHETLI
,,KANGRA,NAGROTA BAGWAN,2021201601,GPS CHAHRI
,,KANGRA,NAGROTA BAGWAN,2021201602,GPS KHATRER
,,KANGRA,NAGROTA BAGWAN,2021201603,GMS CHAHRI
,,KANGRA,NAGROTA BAGWAN,2021201701,GPS CHHU GHERA
,,KANGRA,NAGROTA BAGWAN,2021201801,GPS DHALOON-II
,,KANGRA,NAGROTA BAGWAN,2021201802,GPS KARAHPURA
,,KANGRA,NAGROTA BAGWAN,2021201803,GPS RIN
,,KANGRA,NAGROTA BAGWAN,2021201804,GSSS DHALOON
,,KANGRA,NAGROTA BAGWAN,2021201901,GPS GHIRTHOLI
,,KANGRA,NAGROTA BAGWAN,2021202001,GPS GHORAB
,,KANGRA,NAGROTA BAGWAN,2021202002,GMS GHORAB
,,KANGRA,NAGROTA BAGWAN,2021202101,GPS GUGLAHAR
,,KANGRA,NAGROTA BAGWAN,2021202301,GPS HATWAS
,,KANGRA,NAGROTA BAGWAN,2021202302,GSSS HATWAS
,,KANGRA,NAGROTA BAGWAN,2021202401,GPS HATWAS BUHLA
,,KANGRA,NAGROTA BAGWAN,2021202403,GMS HATWAS BUHLA
,,KANGRA,NAGROTA BAGWAN,2021202502,GSSS JANDRANGAL
,,KANGRA,NAGROTA BAGWAN,2021202601,GPS JALOT
,,KANGRA,NAGROTA BAGWAN,2021202602,GHS JALOT
,,KANGRA,NAGROTA BAGWAN,2021202603,GPS DHADKHAR
,,KANGRA,NAGROTA BAGWAN,2021202701,GPS BUHLA JAMULA-I
,,KANGRA,NAGROTA BAGWAN,2021202801,GPS JASSOUR
,,KANGRA,NAGROTA BAGWAN,2021202802,GHS JASSOUR
,,KANGRA,NAGROTA BAGWAN,2021203001,GPS JHARET JAGGIAN
,,KANGRA,NAGROTA BAGWAN,2021203101,GPS JULE
,,KANGRA,NAGROTA BAGWAN,2021203201,GPS KAISTHWARI
,,KANGRA,NAGROTA BAGWAN,2021203301,GPS KALED
,,KANGRA,NAGROTA BAGWAN,2021203302,GHS KALED
,,KANGRA,NAGROTA BAGWAN,2021203401,GPS KALIZAN
,,KANGRA,NAGROTA BAGWAN,2021203402,GMS KALIZAN
,,KANGRA,NAGROTA BAGWAN,2021203501,GPS KAND BAGIARA
,,KANGRA,NAGROTA BAGWAN,2021203601,GPS KANDI DHOLRAN
,,KANGRA,NAGROTA BAGWAN,2021203701,GSSS KANDI DHOLRAN
,,KANGRA,NAGROTA BAGWAN,2021203801,GPS KANDI GHARANA
,,KANGRA,NAGROTA BAGWAN,2021203901,GPS KARDIANA
,,KANGRA,NAGROTA BAGWAN,2021203902,GMS KAND KARDIANA
,,KANGRA,NAGROTA BAGWAN,2021204001,GPS RIHRI
,,KANGRA,NAGROTA BAGWAN,2021204101,GPS KAWARI
,,KANGRA,NAGROTA BAGWAN,2021204102,GMS KAWARI
,,KANGRA,NAGROTA BAGWAN,2021204201,GPS KHAWA
,,KANGRA,NAGROTA BAGWAN,2021204301,GMS KHAWA
,,KANGRA,NAGROTA BAGWAN,2021204501,GPS LILLY
,,KANGRA,NAGROTA BAGWAN,2021204601,GPS LUDRET
,,KANGRA,NAGROTA BAGWAN,2021204701,GPS GOMERH
,,KANGRA,NAGROTA BAGWAN,2021204702,GPS LUHNA
,,KANGRA,NAGROTA BAGWAN,2021204703,GHS LUHNA MAGRELA
,,KANGRA,NAGROTA BAGWAN,2021204801,GPS MALAN
,,KANGRA,NAGROTA BAGWAN,2021204802,GHS MALAN
,,KANGRA,NAGROTA BAGWAN,2021204804,GMS UPPERLI MAJHETHLI
,,KANGRA,NAGROTA BAGWAN,2021204901,GPS MARYARI
,,KANGRA,NAGROTA BAGWAN,2021205001,GPS MASSAL
,,KANGRA,NAGROTA BAGWAN,2021205002,GSSS MASSAL
,,KANGRA,NAGROTA BAGWAN,2021205101,GPS MOHALKAR
,,KANGRA,NAGROTA BAGWAN,2021205201,GPS BANDI
,,KANGRA,NAGROTA BAGWAN,2021205301,GPS MOOMTA
,,KANGRA,NAGROTA BAGWAN,2021205302,GHS MOOMTA
,,KANGRA,NAGROTA BAGWAN,2021205401,GPS DHAR
,,KANGRA,NAGROTA BAGWAN,2021205402,GPS MUNDLA
,,KANGRA,NAGROTA BAGWAN,2021205403,GMS MUNDLA
,,KANGRA,NAGROTA BAGWAN,2021205501,GPS NAGROTA BAGWAN(G)
,,KANGRA,NAGROTA BAGWAN,2021205502,GPS NAGROTA BAGWAN(B)
,,KANGRA,NAGROTA BAGWAN,2021205503,GSSS NAGROTA BAGWAN(G)
,,KANGRA,NAGROTA BAGWAN,2021205504,GSSS NAGROTA BAGWAN(B)
,,KANGRA,NAGROTA BAGWAN,2021205601,GPS JADRANGAL
,,KANGRA,NAGROTA BAGWAN,2021205602,GMS BALLA GHIRTHOLI
,,KANGRA,NAGROTA BAGWAN,2021205701,GPS PALLI
,,KANGRA,NAGROTA BAGWAN,2021205801,GPS KASBA PATHIAR
,,KANGRA,NAGROTA BAGWAN,2021205802,GPS LAKHA MANDAL
,,KANGRA,NAGROTA BAGWAN,2021205803,GPS PATHIAR
,,KANGRA,NAGROTA BAGWAN,2021205804,GPS SUKREHAR
,,KANGRA,NAGROTA BAGWAN,2021205805,GSSS PATHIAR
,,KANGRA,NAGROTA BAGWAN,2021205806,GMS LAKHA MANDAL
,,KANGRA,NAGROTA BAGWAN,2021205901,GPS DHALLON-I
,,KANGRA,NAGROTA BAGWAN,2021206001,GPS PATOLA
,,KANGRA,NAGROTA BAGWAN,2021206101,GPS ZHIKLI KOTHI
,,KANGRA,NAGROTA BAGWAN,2021206102,GSSS PLAH CHAKLU
,,KANGRA,NAGROTA BAGWAN,2021206301,GPS RAMERH
,,KANGRA,NAGROTA BAGWAN,2021206401,GPS RANHUN
,,KANGRA,NAGROTA BAGWAN,2021206501,GPS ROUNKHAR
,,KANGRA,NAGROTA BAGWAN,2021206502,GHS ROUNKHAR
,,KANGRA,NAGROTA BAGWAN,2021206601,GPS NERA
,,KANGRA,NAGROTA BAGWAN,2021206602,GPS SADDUN BARGRAN
,,KANGRA,NAGROTA BAGWAN,2021206603,GSSS SADDUN BARGRAN
,,KANGRA,NAGROTA BAGWAN,2021206701,GPS SAMLOTI
,,KANGRA,NAGROTA BAGWAN,2021206702,GSSS SAMLOTI
,,KANGRA,NAGROTA BAGWAN,2021206801,GPS SAROTRI
,,KANGRA,NAGROTA BAGWAN,2021206802,GSSS SAROTRI
,,KANGRA,NAGROTA BAGWAN,2021206804,GPS BRAHER
,,KANGRA,NAGROTA BAGWAN,2021206901,GPS SERA
,,KANGRA,NAGROTA BAGWAN,2021207001,GPS SERATHANA
,,KANGRA,NAGROTA BAGWAN,2021207002,GSSS SERATHANA
,,KANGRA,NAGROTA BAGWAN,2021207101,GPS SIHUND
,,KANGRA,NAGROTA BAGWAN,2021207102,GHS SIHUND
,,KANGRA,NAGROTA BAGWAN,2021207201,GPS SUNEHAR
,,KANGRA,NAGROTA BAGWAN,2021207202,GHS SUNEHAR
,,KANGRA,NAGROTA BAGWAN,2021207204,GMS BARAI
,,KANGRA,NAGROTA BAGWAN,2021207301,GPS PATTARI
,,KANGRA,NAGROTA BAGWAN,2021207401,GPS TAMBERHAR
,,KANGRA,NAGROTA BAGWAN,2021207501,GPS TANDA MASSAL
,,KANGRA,NAGROTA BAGWAN,2021207601,GPS TANGROTI
,,KANGRA,NAGROTA BAGWAN,2021207602,GSSS TANGROTI
,,KANGRA,NAGROTA BAGWAN,2021207701,GPS THANA KHAS
,,KANGRA,NAGROTA BAGWAN,2021207801,GPS THARU
,,KANGRA,NAGROTA BAGWAN,2021207802,GMS THARU
,,KANGRA,NAGROTA BAGWAN,2021207803,GPS KANERH
,,KANGRA,NAGROTA BAGWAN,2021207901,GPS TIKKA BAGIAN
,,KANGRA,NAGROTA BAGWAN,2021207902,GPS TIKKA BALLA
,,KANGRA,NAGROTA BAGWAN,2021208001,GPS UPPER MAJHETLI
,,KANGRA,NAGROTA BAGWAN,2021208101,GPS BAG GULEHAR
,,KANGRA,NAGROTA BAGWAN,2021208102,GPS UPPERLI KOTHI
,,KANGRA,NAGROTA BAGWAN,2021208104,GSSS UPPERLI KOTHI
,,KANGRA,NAGROTA BAGWAN,2021208201,GPS UPRER
,,KANGRA,NAGROTA BAGWAN,2021208301,GPS UTHLA GRAN
,,KANGRA,NAGROTA BAGWAN,2021208701,GMS KARAHPURA
,,KANGRA,NAGROTA SURIAN,2021300101,GPS AMLELA
,,KANGRA,NAGROTA SURIAN,2021300102,GSSS AMLELA
,,KANGRA,NAGROTA SURIAN,2021300201,GPS BALDOA
,,KANGRA,NAGROTA SURIAN,2021300202,GSSS BALDOA
,,KANGRA,NAGROTA SURIAN,2021300301,GPS BALOHAR
,,KANGRA,NAGROTA SURIAN,2021300401,GPS BANTUNGLI
,,KANGRA,NAGROTA SURIAN,2021300402,GMS BANTUNGLI
,,KANGRA,NAGROTA SURIAN,2021300501,GPS BARIAL
,,KANGRA,NAGROTA SURIAN,2021300502,GSSS BARIAL
,,KANGRA,NAGROTA SURIAN,2021300601,GPS BASSA
,,KANGRA,NAGROTA SURIAN,2021300701,GPS SER
,,KANGRA,NAGROTA SURIAN,2021300801,GPS BHAKLER
,,KANGRA,NAGROTA SURIAN,2021300901,GPS BARIATA
,,KANGRA,NAGROTA SURIAN,2021301001,GPS BHATER
,,KANGRA,NAGROTA SURIAN,2021301101,GPS BHIAL
,,KANGRA,NAGROTA SURIAN,2021301201,GPS BILASPUR
,,KANGRA,NAGROTA SURIAN,2021301202,GSSS BILASPUR
,,KANGRA,NAGROTA SURIAN,2021301301,GPS CHANDUA
,,KANGRA,NAGROTA SURIAN,2021301302,GSSS CHANDUA
,,KANGRA,NAGROTA SURIAN,2021301401,GMS DADOLI
,,KANGRA,NAGROTA SURIAN,2021301501,GPS DARGIAH
,,KANGRA,NAGROTA SURIAN,2021301601,GPS DHAR DANGER
,,KANGRA,NAGROTA SURIAN,2021301602,GHS DHAR DANGER
,,KANGRA,NAGROTA SURIAN,2021301701,GPS GATHUTAR
,,KANGRA,NAGROTA SURIAN,2021301702,GMS GATHUTAR
,,KANGRA,NAGROTA SURIAN,2021301801,GPS GHAMIRPUR
,,KANGRA,NAGROTA SURIAN,2021302001,GPS GHAR JAROT
,,KANGRA,NAGROTA SURIAN,2021302002,GSSS GHAR JAROT
