label,ac_year,district,block,udise,school_name
,,MANDI,SADAR-2,2050206301,GPS SARA
,,MANDI,SADAR-2,2050206302,GPS ODI DHAR
,,MANDI,SADAR-2,2050206303,GPS SARANAL
,,MANDI,SADAR-2,2050206501,GPS BAGGI
,,MANDI,SADAR-2,2050206502,GSSS BAGGI
,,MANDI,SADAR-2,2050206901,GPS MANDAH
,,MANDI,SADAR-2,2050207001,GPS REHRU SALANG
,,MANDI,SADAR-2,2050207101,GPS SUHARA
,,MANDI,SADAR-2,2050207201,GPS SEGLI
,,MANDI,SADAR-2,2050207301,GPS BANDHI 
,,MANDI,SADAR-2,2050207302,GPS DHANGWACH
,,MANDI,SADAR-2,2050207303,GPS SEGALI DHAR
,,MANDI,SADAR-2,2050207304,GSSS BANDHI
,,MANDI,SADAR-2,2050207401,GPS ICHHANI HALAG
,,MANDI,SADAR-2,2050207501,GPS SHALA NISHAR
,,MANDI,SADAR-2,2050207601,GPS DEORI
,,MANDI,SADAR-2,2050207602,GSSS DEORI
,,MANDI,SADAR-2,2050207701,GPS THATTA
,,MANDI,SADAR-2,2050207702,GMS THATTA
,,MANDI,SADAR-2,2050207801,GPS BANDAL
,,MANDI,SADAR-2,2050207901,GPS HALAG ICHHANI
,,MANDI,SADAR-2,2050208001,GPS HATAUN
,,MANDI,SADAR-2,2050208002,GPS DAYOD
,,MANDI,SADAR-2,2050208003,GSSS HATAUN
,,MANDI,SADAR-2,2050208201,GPS NAGDHAR
,,MANDI,SADAR-2,2050208202,GMS NAGDHAR
,,MANDI,SADAR-2,2050208501,GPS UBBA
,,MANDI,SADAR-2,2050208601,GPS BHAWAS
,,MANDI,SADAR-2,2050208701,GPS TIHARI
,,MANDI,SADAR-2,2050208702,GPS DULCHI
,,MANDI,SADAR-2,2050208703,GPS SUNI SEER
,,MANDI,SADAR-2,2050208704,GSSS TIHARI
,,MANDI,SADAR-2,2050208801,GPS KOT SNORE
,,MANDI,SADAR-2,2050208901,GPS JAWALAPUR
,,MANDI,SADAR-2,2050209001,GPS PIUN 
,,MANDI,SADAR-2,2050209101,GPS MANAL
,,MANDI,SADAR-2,2050209102,GMS MANAL
,,MANDI,SADAR-2,2050209201,GPS THUWARI 
,,MANDI,SADAR-2,2050209301,GPS TIPRI SARAI
,,MANDI,SADAR-2,2050209302,GMS TIPRI SARAI
,,MANDI,SADAR-2,2050209401,GPS BHATWARI
,,MANDI,SADAR-2,2050209501,GHS BINOL
,,MANDI,SADAR-2,2050211101,GHS TARYAMBLI
,,MANDI,SADAR-2,2050211201,GHS HALAG ICHHANI
,,MANDI,SADAR-2,2050211901,GMS SAKARYARR
,,MANDI,SADAR-2,2050212001,GMS KAFAN GOON
,,MANDI,SADAR-2,2050212101,GPS RANGHU
,,MANDI,SADAR-2,2050212201,GPS DEHRI NAL
,,MANDI,SADAR-2,2050212301,GPS KUTAHAR
,,MANDI,SADAR-2,2050212401,GPS SAMSERI
,,MANDI,SADAR-2,2050212501,GPS MUTHAL
,,MANDI,SADAR-2,2050212601,GPS BAMBOLA
,,MANDI,SADAR-2,2050212701,GPS BATA
,,MANDI,SADAR-2,2050212801,GPS DUNGAR
,,MANDI,SADAR-2,2050213001,GHS TEPAR
,,MANDI,SADAR-2,2050213102,GMS SHADHALA
,,MANDI,SADAR-2,2050213201,GMS SOLANG
,,MANDI,SADAR-2,2050213301,GSSS KOT SNORE
,,MANDI,SADAR-2,2050213401,GHS ODIDHR
,,MANDI,SADAR-2,2050213501,GPS DHAR BAGODH
,,MANDI,SADAR-2,2050213601,GHS KHINI
,,MANDI,SADAR-2,2050213701,GMS JAWALAPUR
,,MANDI,SADAR-2,2050213801,GSSS BALU
,,MANDI,SADAR-2,2050214001,GMS THUARI
,,MANDI,SADAR-2,2050214301,GMS MASAR
,,MANDI,SADAR-2,2050214701,GPS KALANG
,,MANDI,SADAR-2,2050215101,GPS KASHANA
,,MANDI,SAIGALOO,2050500201,GPS LAGDHAR
,,MANDI,SAIGALOO,2050500202,GMS LAGDHAR
,,MANDI,SAIGALOO,2050500301,GPS SURAHATTI
,,MANDI,SAIGALOO,2050500601,GPS KHALANOO
,,MANDI,SAIGALOO,2050500602,GHS KHALANOO
,,MANDI,SAIGALOO,2050500701,GPS ARTHI
,,MANDI,SAIGALOO,2050500801,GPS BARNOTA 
,,MANDI,SAIGALOO,2050500802,GMS BARONTA
,,MANDI,SAIGALOO,2050500901,GPS DHALWAN
,,MANDI,SAIGALOO,2050501001,GPS SURARI
,,MANDI,SAIGALOO,2050501002,GMS SURARI
,,MANDI,SAIGALOO,2050501101,GPS SAPLOH
,,MANDI,SAIGALOO,2050501201,GPS SAIN 
,,MANDI,SAIGALOO,2050501202,GMS SAIN
,,MANDI,SAIGALOO,2050501301,GPS SALETAR
,,MANDI,SAIGALOO,2050501302,GMS SALETAR
,,MANDI,SAIGALOO,2050501401,GPS DHANDAL
,,MANDI,SAIGALOO,2050501501,GPS SARWAL
,,MANDI,SAIGALOO,2050501601,GPS CHALHAR
,,MANDI,SAIGALOO,2050501701,GPS SAMRAHAN
,,MANDI,SAIGALOO,2050501702,GMS SAMRAHAN
,,MANDI,SAIGALOO,2050501801,GPS KOLTI
,,MANDI,SAIGALOO,2050501802,GSSS KOTLI
,,MANDI,SAIGALOO,2050501901,GPS SAKSWAL
,,MANDI,SAIGALOO,2050502001,GPS GUJJAR KA ROPRU
,,MANDI,SAIGALOO,2050502201,GPS MANTHALA 
,,MANDI,SAIGALOO,2050502401,GPS TALYAHAR
,,MANDI,SAIGALOO,2050502501,GPS GADDAL
,,MANDI,SAIGALOO,2050502601,GPS BAGGI
,,MANDI,SAIGALOO,2050502602,GSSS BAGGI TUNGAL
,,MANDI,SAIGALOO,2050502801,GPS PAPRAHAL
,,MANDI,SAIGALOO,2050502802,GPS BOUHIN 
,,MANDI,SAIGALOO,2050502901,GPS JAMTIAL
,,MANDI,SAIGALOO,2050503001,GPS SEHLI
,,MANDI,SAIGALOO,2050503002,GSSS GOKHRA 
,,MANDI,SAIGALOO,2050503003,GPS THARA-SEHLI
,,MANDI,SAIGALOO,2050503102,GPS GUGEHRI
,,MANDI,SAIGALOO,2050503201,GPS LOT NICHLA
,,MANDI,SAIGALOO,2050503202,GMS LOT NICHLA
,,MANDI,SAIGALOO,2050503401,GPS KATHLAG
,,MANDI,SAIGALOO,2050503501,GPS PADHIUN
,,MANDI,SAIGALOO,2050503601,GPS BEHAL SAIN
,,MANDI,SAIGALOO,2050503701,GPS NANAWAN
,,MANDI,SAIGALOO,2050503703,GSSS NANAWAN
,,MANDI,SAIGALOO,2050503801,GPS MARATHU
,,MANDI,SAIGALOO,2050503802,GMS MARATHU
,,MANDI,SAIGALOO,2050503901,GPS JANED
,,MANDI,SAIGALOO,2050503902,GMS JANED
,,MANDI,SAIGALOO,2050504001,GPS TAND JANED
,,MANDI,SAIGALOO,2050504101,GPS CHEHAR
,,MANDI,SAIGALOO,2050504201,GPS RANDHARA
,,MANDI,SAIGALOO,2050504202,GSSS RANDHARA 
,,MANDI,SAIGALOO,2050504301,GPS GAJNOHA
,,MANDI,SAIGALOO,2050504401,GPS KOTHI GEHRI
,,MANDI,SAIGALOO,2050504402,GSSS KOTHI GEHRI 
,,MANDI,SAIGALOO,2050504501,GPS RAKHEHAR
,,MANDI,SAIGALOO,2050504601,GPS GAMBHAR KHADD-1
,,MANDI,SAIGALOO,2050504602,GPS GAMBHAR KHADD-2
,,MANDI,SAIGALOO,2050504603,GHS GAMBHAR KHADD
,,MANDI,SAIGALOO,2050504701,GPS REUR
,,MANDI,SAIGALOO,2050504702,GMS REUR
,,MANDI,SAIGALOO,2050504801,GPS SUKA REUR
,,MANDI,SAIGALOO,2050504901,GPS GARLAUNI
,,MANDI,SAIGALOO,2050505001,GPS SARDHWAR
,,MANDI,SAIGALOO,2050505101,GPS ROPRU
,,MANDI,SAIGALOO,2050505201,GPS CHOWKI CHANDRAHAN
,,MANDI,SAIGALOO,2050505202,GSSS CHOWKI CHANDRAHAN
,,MANDI,SAIGALOO,2050505301,GPS GHAUR
,,MANDI,SAIGALOO,2050505401,GPS THINA
,,MANDI,SAIGALOO,2050505402,GPS DARBYAS
,,MANDI,SAIGALOO,2050505501,GPS SERLA KHABOO
,,MANDI,SAIGALOO,2050505502,GHS SERLA KHABOO
,,MANDI,SAIGALOO,2050505601,GPS CHAJWANA KHABOO-2
,,MANDI,SAIGALOO,2050505701,GPS CHAJWAN KHABOO-1
,,MANDI,SAIGALOO,2050505702,GHS CHAJWAN KHABOO
,,MANDI,SAIGALOO,2050505801,GPS DOH
,,MANDI,SAIGALOO,2050505802,GPS DURGAPUR GEHRI
,,MANDI,SAIGALOO,2050505901,GPS SERADH HAWANI
,,MANDI,SAIGALOO,2050506001,GPS REWALSAR
,,MANDI,SAIGALOO,2050506002,GSSS REWALSAR
,,MANDI,SAIGALOO,2050506101,GPS BHARGAON 
,,MANDI,SAIGALOO,2050506102,GHS BHARGOAN
,,MANDI,SAIGALOO,2050506201,GPS TARYASAL
,,MANDI,SAIGALOO,2050506301,GPS DAWAHAN
,,MANDI,SAIGALOO,2050506302,GMS DAWAHAN
,,MANDI,SAIGALOO,2050506401,GPS LUHARDOO
,,MANDI,SAIGALOO,2050506501,GPS KOT-TUNGAL
,,MANDI,SAIGALOO,2050506502,GSSS KOT -TUNGAL
,,MANDI,SAIGALOO,2050506701,GPS KOON
,,MANDI,SAIGALOO,2050506702,GMS KOON
,,MANDI,SAIGALOO,2050506801,GPS MANDHOKHAR
,,MANDI,SAIGALOO,2050506901,GPS SAIGALOO
,,MANDI,SAIGALOO,2050506902,GSSS SAIGALOO
,,MANDI,SAIGALOO,2050507001,GPS KASAN
,,MANDI,SAIGALOO,2050507101,GPS CHALOH
,,MANDI,SAIGALOO,2050507201,GPS BADGAON
,,MANDI,SAIGALOO,2050507301,GPS GHAMDHOLE
,,MANDI,SAIGALOO,2050507401,GPS BARYARA 
,,MANDI,SAIGALOO,2050507402,GSSS BARYARA
,,MANDI,SAIGALOO,2050507501,GPS TARNOH
,,MANDI,SAIGALOO,2050507601,GPS SADOH
,,MANDI,SAIGALOO,2050507602,GMS SADOH
,,MANDI,SAIGALOO,2050507701,GPS LUSAI KHADD
,,MANDI,SAIGALOO,2050507801,GPS NERAN
,,MANDI,SAIGALOO,2050507802,GMS NERAN
,,MANDI,SAIGALOO,2050507902,GPS THAMBA
,,MANDI,SAIGALOO,2050508001,GPS KATHWAR
,,MANDI,SAIGALOO,2050508101,GPS BEER-TUNGAL
,,MANDI,SAIGALOO,2050508102,GSSS BEER TUNGAL
,,MANDI,SAIGALOO,2050508201,GPS DHIUN
,,MANDI,SAIGALOO,2050508301,GPS SADIANA
,,MANDI,SAIGALOO,2050508302,GSSS SADIANA
,,MANDI,SAIGALOO,2050508401,GPS BHATWARI
,,MANDI,SAIGALOO,2050508501,GPS JATHOUNDA
,,MANDI,SAIGALOO,2050508601,GPS KARKOH
,,MANDI,SAIGALOO,2050508602,GSSS KARKOH
,,MANDI,SAIGALOO,2050508701,GPS KOT-SADIANA
,,MANDI,SAIGALOO,2050508801,GMS SARKIDHAR
,,MANDI,SAIGALOO,2050514401,GMS DHARGALOO
,,MANDI,SAIGALOO,2050514601,GPS JAJWAHAN
,,MANDI,SAIGALOO,2050514801,GMS THINA
,,MANDI,SAIGALOO,2050515001,GMS TANDI
,,MANDI,SERAJ-1,2050900101,GPS HALLEN
,,MANDI,SERAJ-1,2050900102,GMS HALLEN
,,MANDI,SERAJ-1,2050900201,GPS SOBALI
,,MANDI,SERAJ-1,2050900301,GPS DRUNU
,,MANDI,SERAJ-1,2050900401,GPS KOT
,,MANDI,SERAJ-1,2050900501,GPS BAGA CHANOGI
,,MANDI,SERAJ-1,2050900502,GSSS BAGA CHONOGI
,,MANDI,SERAJ-1,2050900503,GPS SARAUG
,,MANDI,SERAJ-1,2050900701,GPS GHAINI DHAR
,,MANDI,SERAJ-1,2050900702,GMS GHAINI DHAR
,,MANDI,SERAJ-1,2050900901,GPS MATHIANA
,,MANDI,SERAJ-1,2050901101,GPS SHILLI BAGI
,,MANDI,SERAJ-1,2050901104,GPS DHARWAR THACH
,,MANDI,SERAJ-1,2050901105,GSSS DHARWAR THACH
,,MANDI,SERAJ-1,2050901301,GPS KELTI
,,MANDI,SERAJ-1,2050901302,GMS KELTI
,,MANDI,SERAJ-1,2050901401,GPS SHIVA KUTHER
,,MANDI,SERAJ-1,2050901404,GSSS SHIVA KUTHER
,,MANDI,SERAJ-1,2050901601,GPS KANDHI KALWARA
,,MANDI,SERAJ-1,2050901701,GPS BAJEHAL
,,MANDI,SERAJ-1,2050901801,GPS BURNATHACH
,,MANDI,SERAJ-1,2050901901,GPS LEH NAKTERA
,,MANDI,SERAJ-1,2050902001,GPS KEOLI
,,MANDI,SERAJ-1,2050902003,GMS KEOLI
,,MANDI,SERAJ-1,2050902101,GPS RAH KOT
,,MANDI,SERAJ-1,2050902201,GPS NIHRI SUNAH
,,MANDI,SERAJ-1,2050902202,GHS NIHRI SUNAH
,,MANDI,SERAJ-1,2050902203,GPS BAJON
,,MANDI,SERAJ-1,2050902401,GPS BANAID
,,MANDI,SERAJ-1,2050902601,GPS NAGA KEOL
,,MANDI,SERAJ-1,2050902801,GPS KARSOLI
,,MANDI,SERAJ-1,2050902802,GMS KARSOLI
,,MANDI,SERAJ-1,2050902901,GPS LOT SHEGLU
,,MANDI,SERAJ-1,2050903001,GMS LAMB SAFAR
,,MANDI,SERAJ-1,2050903101,GPS LAMB SAFAR
,,MANDI,SERAJ-1,2050903301,GPS THUNAG
,,MANDI,SERAJ-1,2050903302,GSSS THUNAG
,,MANDI,SERAJ-1,2050903401,GPS THACH BAHLI
,,MANDI,SERAJ-1,2050903402,GMS THACH BAHLI
,,MANDI,SERAJ-1,2050903601,GPS ROPA
,,MANDI,SERAJ-1,2050903701,GPS ROR
,,MANDI,SERAJ-1,2050903702,GPS ROR BHARAR
,,MANDI,SERAJ-1,2050903801,GPS GHUMRALA
,,MANDI,SERAJ-1,2050903901,GPS JHUGAND
,,MANDI,SERAJ-1,2050904001,GPS DHANYAR
,,MANDI,SERAJ-1,2050904101,GPS BAKHALWAR
,,MANDI,SERAJ-1,2050904301,GPS JANEHAR
,,MANDI,SERAJ-1,2050904401,GPS MAJHAKHAL
,,MANDI,SERAJ-1,2050904402,GMS MAJHAKAL
,,MANDI,SERAJ-1,2050904501,GPS JAROL
,,MANDI,SERAJ-1,2050904502,GSSS JAROL
,,MANDI,SERAJ-1,2050904503,GPS TUNGADHAR
,,MANDI,SERAJ-1,2050904601,GPS BHEKHLI
,,MANDI,SERAJ-1,2050904602,GPS BHALWAR
,,MANDI,SERAJ-1,2050904701,GPS SHODHA DHAR
,,MANDI,SERAJ-1,2050904901,GPS JANJEHLI
,,MANDI,SERAJ-1,2050904902,GSSS JANJEHLI
,,MANDI,SERAJ-1,2050905001,GPS KATARU
,,MANDI,SERAJ-1,2050905101,GPS RUHARA
,,MANDI,SERAJ-1,2050905201,GPS SANGALWARA
,,MANDI,SERAJ-1,2050905202,GHS SANGALWARA
,,MANDI,SERAJ-1,2050905401,GPS BHULAH
,,MANDI,SERAJ-1,2050905501,GPS SHANKAR DEHRA
,,MANDI,SERAJ-1,2050905701,GPS GUDAH
,,MANDI,SERAJ-1,2050905801,GPS SERI KHAD
,,MANDI,SERAJ-1,2050906001,GPS MATHIANA PALLAUCHI
,,MANDI,SERAJ-1,2050906101,GPS GATTU GALOO
,,MANDI,SERAJ-1,2050906501,GPS CHAPLANDI DHAR
,,MANDI,SERAJ-1,2050906502,GMS CHAPLANDI DHAR
,,MANDI,SERAJ-1,2050906901,GPS BETHWAN
,,MANDI,SERAJ-1,2050907101,GPS RUHMANI
,,MANDI,SERAJ-1,2050907201,GPS MAHRUTI
,,MANDI,SERAJ-1,2050907501,GPS BARYOGI
,,MANDI,SERAJ-1,2050907502,GSSS BARYOGI
,,MANDI,SERAJ-1,2050907601,GPS JANEHAR
,,MANDI,SERAJ-1,2050907701,GPS KALYANJU
,,MANDI,SERAJ-1,2050908001,GPS BIHNI
,,MANDI,SERAJ-1,2050908002,GSSS BIHNI
,,MANDI,SERAJ-1,2050908101,GPS SERI MAN GARH
,,MANDI,SERAJ-1,2050908501,GPS KAKRA DHAR
,,MANDI,SERAJ-1,2050908701,GPS NEHRA
,,MANDI,SERAJ-1,2050909001,GPS DIDI DHAR
,,MANDI,SERAJ-1,2050909101,GPS CHEUNI
,,MANDI,SERAJ-1,2050909102,GSSS CHEUNI
,,MANDI,SERAJ-1,2050909201,GPS CHET
,,MANDI,SERAJ-1,2050909301,GPS MAJDWAR
,,MANDI,SERAJ-1,2050909302,GPS DOBHA DHAR
,,MANDI,SERAJ-1,2050909401,GPS JATHELIGAR
,,MANDI,SERAJ-1,2050909402,GPS DADHOUN
,,MANDI,SERAJ-1,2050909701,GPS CHHATRI
,,MANDI,SERAJ-1,2050909703,GPS BAHWA
,,MANDI,SERAJ-1,2050909705,GSSS CHHATRI
,,MANDI,SERAJ-1,2050909709,GMS BAHWA
,,MANDI,SERAJ-1,2050909801,GPS SHAWAN
,,MANDI,SERAJ-1,2050909802,GPS RUCHHAR
,,MANDI,SERAJ-1,2050909901,GPS LASSI
,,MANDI,SERAJ-1,2050909902,GMS LASSI
,,MANDI,SERAJ-1,2050910001,GPS JUFRI GAR
,,MANDI,SERAJ-1,2050910201,GPS THANESAR
,,MANDI,SERAJ-1,2050910202,GMS THANESAR
,,MANDI,SERAJ-1,2050910301,GPS BALH DHAR
,,MANDI,SERAJ-1,2050910401,GPS KATHIALA
,,MANDI,SERAJ-1,2050910501,GPS SERI KATHOL
,,MANDI,SERAJ-1,2050910601,GPS MEHRI DHAR
,,MANDI,SERAJ-1,2050910602,GSSS MEHRI DHAR
,,MANDI,SERAJ-1,2050910701,GSSS BHATKI DHAR
,,MANDI,SERAJ-1,2050910702,GPS BHATKI DHAR
,,MANDI,SERAJ-1,2050917401,GPS BANALI
,,MANDI,SERAJ-1,2050917601,GPS KULTHANI
,,MANDI,SERAJ-1,2050917701,GPS SHILH
,,MANDI,SERAJ-1,2050917801,GPS BANADHAR
,,MANDI,SERAJ-1,2050917901,GPS KHABLECH
,,MANDI,SERAJ-1,2050917902,GMS KHABLECH
,,MANDI,SERAJ-1,2050918001,GPS BHARECHINAL
,,MANDI,SERAJ-1,2050918101,GPS RESHAN
,,MANDI,SERAJ-1,2050918201,GHS SHODHADHAR
,,MANDI,SERAJ-1,2050918301,GMS KAKRADHAR
,,MANDI,SERAJ-1,2050918401,GMS BEHLIDHAR
,,MANDI,SERAJ-1,2050919101,GMS CHET
,,MANDI,SERAJ-1,2050919501,GMS JHUGAND
,,MANDI,SERAJ-1,2050919601,GPS SURAGI DHAR
,,MANDI,SERAJ-1,2050919701,GPS PATTAN
,,MANDI,SERAJ-1,2050919801,GPS NANDEHAL
,,MANDI,SERAJ-1,2050920001,GPS TIPRI-DHAR
,,MANDI,SERAJ-1,2050920101,GPS BAGLIYARA
,,MANDI,SERAJ-1,2050920201,GPS NARAIN DHAR
,,MANDI,SERAJ-2,2051000101,GSSS KHUNACHI
,,MANDI,SERAJ-2,2051000102,GPS KHUNACHI
,,MANDI,SERAJ-2,2051000202,GPS SALOT
,,MANDI,SERAJ-2,2051000302,GPS KHOLA NAL
,,MANDI,SERAJ-2,2051000303,GSSS KHOLANAL
,,MANDI,SERAJ-2,2051000402,GPS SHARTI
,,MANDI,SERAJ-2,2051000501,GSSS NARAYAN GARH
,,MANDI,SERAJ-2,2051000601,GSSS KHUHAN
,,MANDI,SERAJ-2,2051000602,GPS MATLA
,,MANDI,SERAJ-2,2051000701,GSSS THACHI
,,MANDI,SERAJ-2,2051000702,GPS THACHI
,,MANDI,SERAJ-2,2051000901,GSSS SARACHI
,,MANDI,SERAJ-2,2051001001,GSSS GADA GUSAIN
,,MANDI,SERAJ-2,2051001002,GPS GADA GUSAIN
,,MANDI,SERAJ-2,2051001003,GPS RUTATAN
,,MANDI,SERAJ-2,2051001101,GSSS GHAT
,,MANDI,SERAJ-2,2051001102,GMS CHHALVATTAN
,,MANDI,SERAJ-2,2051001201,GMS KHAULI
,,MANDI,SERAJ-2,2051001202,GPS GHAT DAHAD
,,MANDI,SERAJ-2,2051001203,GPS KHAULI
,,MANDI,SERAJ-2,2051001301,GMS SIDHARI 
,,MANDI,SERAJ-2,2051001402,GPS DEV DHAR
,,MANDI,SERAJ-2,2051001403,GSSS DEVDHAR
,,MANDI,SERAJ-2,2051001501,GSSS PANJAIN
,,MANDI,SERAJ-2,2051001502,GPS PANJAIN
,,MANDI,SERAJ-2,2051001601,GMS SARLI
,,MANDI,SERAJ-2,2051001602,GPS SARLI
,,MANDI,SERAJ-2,2051001701,GSSS SOM NACHANI
,,MANDI,SERAJ-2,2051001702,GPS SOM NACHANI
,,MANDI,SERAJ-2,2051001802,GPS KANDHI DHAR-2
,,MANDI,SERAJ-2,2051001803,GPS MURAH
,,MANDI,SERAJ-2,2051001805,GMS KANDHI DHAR-2
,,MANDI,SERAJ-2,2051001806,GSSS MURRAH
,,MANDI,SERAJ-2,2051001901,GSSS BALI CHOWKI
,,MANDI,SERAJ-2,2051001902,GPS BALI CHOWKI
,,MANDI,SERAJ-2,2051002001,GSSS KHANI
,,MANDI,SERAJ-2,2051002002,GPS KHANI
,,MANDI,SERAJ-2,2051002102,GPS KASHIMLIDHAR
,,MANDI,SERAJ-2,2051002301,GPS NAUNA
,,MANDI,SERAJ-2,2051002501,GPS THACHA DHAR
,,MANDI,SERAJ-2,2051002601,GPS TAPNALI
,,MANDI,SERAJ-2,2051002701,GPS THUNADI GAR
,,MANDI,SERAJ-2,2051002801,GPS DAHAR GHAT
,,MANDI,SERAJ-2,2051002901,GPS CHALEHAR
,,MANDI,SERAJ-2,2051003001,GPS CHOLA THACH
,,MANDI,SERAJ-2,2051003002,GMS CHOLA THACH
,,MANDI,SERAJ-2,2051003101,GPS CHHALWATTEN
,,MANDI,SERAJ-2,2051003201,GPS RAMPUR
,,MANDI,SERAJ-2,2051003301,GPS KAU
,,MANDI,SERAJ-2,2051003401,GPS MUHALOO KHAMRADHA
,,MANDI,SERAJ-2,2051003402,GMS MUHALOO KHAMRADHA
,,MANDI,SERAJ-2,2051003501,GPS GHAT- MUHATH
,,MANDI,SERAJ-2,2051003601,GPS SUMANI DHAR
,,MANDI,SERAJ-2,2051003602,GMS SUMANI DHAR
,,MANDI,SERAJ-2,2051003701,GPS KUKLAH
,,MANDI,SERAJ-2,2051003801,GPS BANDAL
,,MANDI,SERAJ-2,2051003802,GHS BANDAL
,,MANDI,SERAJ-2,2051003901,GPS KANDHI KOCHHARA
,,MANDI,SERAJ-2,2051004101,GPS KOON
,,MANDI,SERAJ-2,2051004201,GPS BASAN
,,MANDI,SERAJ-2,2051004301,GPS SHEHANOO
,,MANDI,SERAJ-2,2051004401,GPS BANOUTI
,,MANDI,SERAJ-2,2051004501,GPS KARTHACH
,,MANDI,SERAJ-2,2051004601,GPS KARERI
,,MANDI,SERAJ-2,2051004701,GPS SARACHI
,,MANDI,SERAJ-2,2051004801,GPS DAGAIL
,,MANDI,SERAJ-2,2051004901,GPS THACH-1
,,MANDI,SERAJ-2,2051004902,GMS THACH KUTHER
,,MANDI,SERAJ-2,2051005001,GPS GHAT
,,MANDI,SERAJ-2,2051005101,GPS KALHANI-DHAR
,,MANDI,SERAJ-2,2051005102,GMS KALHANI
,,MANDI,SERAJ-2,2051005103,GMS KANDHIDHAR 1
,,MANDI,SERAJ-2,2051005903,GPS GHANIAR
,,MANDI,SERAJ-2,2051005904,GSSS GHANIAR
,,MANDI,SERAJ-2,2051006001,GPS OKHALI
,,MANDI,SERAJ-2,2051006101,GPS BHEKHALI
,,MANDI,SERAJ-2,2051006201,GPS KATWANU
,,MANDI,SERAJ-2,2051006301,GPS TIKKI
,,MANDI,SERAJ-2,2051006401,GPS SIDHARI 
,,MANDI,SERAJ-2,2051006501,GPS JHAMACH
,,MANDI,SERAJ-2,2051006601,GPS PANGNA 
,,MANDI,SERAJ-2,2051006701,GPS THACH KUTHEHAR
,,MANDI,SERAJ-2,2051006801,GPS SUDHRANI 
,,MANDI,SERAJ-2,2051006803,GHS SUDHRANI
,,MANDI,SERAJ-2,2051006901,GPS KHUHAN
,,MANDI,SERAJ-2,2051007001,GPS NARAYAN GARH
,,MANDI,SERAJ-2,2051007101,GPS SURAGI
,,MANDI,SERAJ-2,2051007201,GPS PLAI DHAR
,,MANDI,SERAJ-2,2051007202,GMS PLAIDHAR
,,MANDI,SERAJ-2,2051007301,GPS DANDEHALI
,,MANDI,SERAJ-2,2051007401,GPS SHALWAD
,,MANDI,SERAJ-2,2051007501,GPS BAGGI BHANWAS
,,MANDI,SERAJ-2,2051007601,GPS DHABEHAR
,,MANDI,SERAJ-2,2051007701,GPS SHEGLI
,,MANDI,SERAJ-2,2051007801,GPS NARAYAN BAN
,,MANDI,SERAJ-2,2051007901,GPS SERI BATWARA
,,MANDI,SERAJ-2,2051007902,GPS TANDI-1
,,MANDI,SERAJ-2,2051007903,GHS SERI BATWARA
,,MANDI,SERAJ-2,2051007904,GPS CHOHARI
,,MANDI,SERAJ-2,2051008001,GPS GURAN
,,MANDI,SERAJ-2,2051008002,GMS GURAN
,,MANDI,SERAJ-2,2051008101,GPS GHANISHAR
,,MANDI,SERAJ-2,2051008201,GPS SHALA GAD
,,MANDI,SERAJ-2,2051008301,GPS BURNA 
,,MANDI,SERAJ-2,2051008302,GPS TANDI-2
,,MANDI,SERAJ-2,2051008303,GPS KANDHI DHAR-1
,,MANDI,SERAJ-2,2051008401,GPS MANI
,,MANDI,SERAJ-2,2051008403,GHS MANI
,,MANDI,SERAJ-2,2051008404,GMS SHEGLI
,,MANDI,SERAJ-2,2051008501,GPS KASHOUR
,,MANDI,SERAJ-2,2051008601,GPS KHALWAHAN
,,MANDI,SERAJ-2,2051008701,GPS BHURAH
,,MANDI,SERAJ-2,2051011501,GPS HARIJANBASTI BASUT
,,MANDI,SERAJ-2,2051015801,GPS CHARHI
,,MANDI,SERAJ-2,2051016301,GPS KHALAO
,,MANDI,SERAJ-2,2051016701,GMS KOON
,,MANDI,SERAJ-2,2051016801,GPS NALWAGI
,,MANDI,SERAJ-2,2051017001,GSSS SHARTI
,,MANDI,SERAJ-2,2051017101,GMS KASHOUR
,,MANDI,SERAJ-2,2051017102,GPS THACH-2
,,MANDI,SERAJ-2,2051017201,GPS DOBHA
,,MANDI,SERAJ-2,2051017301,GSSS SLOT
,,MANDI,SERAJ-2,2051017401,GMS KATWANOO
,,MANDI,SERAJ-2,2051017501,GMS BAGI BHANWAS
,,MANDI,SERAJ-2,2051017601,GSSS KASHIMBLIDHAR
,,MANDI,SERAJ-2,2051017801,GMS SHALAGAD
,,MANDI,SERAJ-2,2051017901,GMS DHABEHAR
,,MANDI,SERAJ-2,2051018001,GPS CHUNANI
,,MANDI,SUNDER NAGAR-1,2050300101,GPS KANAID
,,MANDI,SUNDER NAGAR-1,2050300102,GSSS KANAID
,,MANDI,SUNDER NAGAR-1,2050300201,GPS BHOUR
,,MANDI,SUNDER NAGAR-1,2050300202,GMS BHOUR
,,MANDI,SUNDER NAGAR-1,2050300301,GPS CHATTER
,,MANDI,SUNDER NAGAR-1,2050300302,GMS CHATTER
,,MANDI,SUNDER NAGAR-1,2050300401,GPS DINAK
,,MANDI,SUNDER NAGAR-1,2050300402,GMS DINAK
,,MANDI,SUNDER NAGAR-1,2050300501,GPS SAI
,,MANDI,SUNDER NAGAR-1,2050300502,GMS SAI
,,MANDI,SUNDER NAGAR-1,2050300701,GPS DADOH
,,MANDI,SUNDER NAGAR-1,2050300901,GPS DHANDRAS
